"proj_id","team_size","budget","workload","completion_time","assigned_manager","tasks__id","tasks__description","tasks__status","tasks__person_assigned","tasks__due_date","tasks__estimated_duration"
"","","","","","","2","Test integration module","incomplete","Peggy Young","2024-03-29","3"
"","","","","","","3","Document algorithm","complete","Jennifer Harrison","2024-03-29","1"
"538","2","11204.28","medium","184","Joseph Parker","1","Document algorithm","complete","Charles Ferguson","2024-12-10","8"
"","","","","","","2","Debug database schema","incomplete","Peggy Young","2024-12-10","6"
"539","1","10600.0","low","92","Stephanie Flynn","1","Optimize integration module","incomplete","Brandy Kennedy","2025-01-02","5"
"","","","","","","2","Document user interface","complete","Matthew Hill","2025-01-02","7"
"540","8","14999.77","high","252","Randall Jones","1","Test user interface","complete","Cassandra Hogan","2024-11-27","7"
"","","","","","","2","Design algorithm","incomplete","Kathleen Wright","2024-11-27","2"
"541","9","14185.72","high","93","David Johnson","1","Optimize backend logic","complete","William Perez","2024-05-25","9"
"542","8","14002.56","low","50","Thomas Weaver","1","Implement user interface","incomplete","Charles Ferguson","2024-11-29","1"
"","","","","","","2","Design integration module","incomplete","John Payne","2024-11-29","6"
"543","9","10858.02","high","30","Kimberly Crawford","1","Test integration module","incomplete","Lindsey Horton","2024-07-11","3"
"544","10","12452.21","medium","297","Thomas Lopez","1","Design user interface","complete","Jeremy Gamble","2024-12-15","1"
"","","","","","","2","Implement database schema","complete","Joy Rogers","2024-12-15","3"
"545","10","12760.35","high","213","Robert Marshall","1","Optimize database schema","incomplete","Michelle Hobbs","2024-04-14","7"
"","","","","","","2","Implement algorithm","incomplete","Peggy Young","2024-04-14","2"
"","","","","","","3","Document algorithm","complete","Timothy Orozco","2024-04-14","9"
"","","","","","","4","Design database schema","complete","Wendy Cummings","2024-04-14","6"
"546","10","13286.59","high","339","Amanda Baker","1","Debug algorithm","complete","Troy Simon","2024-09-10","10"
"","","","","","","2","Design database schema","complete","Deborah Thompson","2024-09-10","9"
"547","2","13419.9","medium","63","Daniel Lopez","1","Test database schema","complete","Nancy Parker","2025-01-01","4"
"548","5","10049.32","medium","143","Ricardo Hill","1","Optimize database schema","incomplete","David Mccullough","2024-04-02","2"
"549","9","11744.5","high","174","George Shannon","1","Implement database schema","incomplete","Keith Li","2024-06-26","3"
"550","6","14030.42","high","302","George Shannon","1","Optimize backend logic","incomplete","Randall Banks","2024-12-09","1"
"","","","","","","2","Optimize backend logic","complete","James Armstrong","2024-12-09","3"
"","","","","","","3","Optimize database schema","complete","Emily Charles","2024-12-09","6"
"","","","","","","4","Implement integration module","incomplete","Alexandra Saunders","2024-12-09","8"
"551","3","12194.8","medium","269","Daniel Romero","1","Optimize backend logic","incomplete","Robert Ponce","2024-07-04","2"
"","","","","","","2","Debug database schema","complete","Margaret Peterson","2024-07-04","2"
"","","","","","","3","Document backend logic","complete","Michelle Hobbs","2024-07-04","3"
"552","10","10287.06","high","176","George Shannon","1","Document integration module","complete","Helen Fletcher","2024-10-18","8"
"553","8","12575.06","high","302","Joseph Parker","1","Optimize backend logic","complete","John Beasley","2024-04-12","7"
"","","","","","","2","Optimize database schema","complete","Kathleen Wright","2024-04-12","9"
"","","","","","","3","Optimize user interface","incomplete","James Armstrong","2024-04-12","3"
"","","","","","","4","Optimize backend logic","complete","Darren Gill","2024-04-12","2"
"554","6","14197.04","high","210","Carol Mccann","1","Implement database schema","complete","Steven Conley","2024-09-12","6"
"","","","","","","2","Implement integration module","complete","Jane Porter","2024-09-12","5"
"","","","","","","3","Debug database schema","incomplete","Frank Young","2024-09-12","4"
"","","","","","","4","Document integration module","incomplete","Laurie Phillips","2024-09-12","4"
"555","5","14645.55","high","293","Sheila Weiss","1","Test user interface","incomplete","David Miranda","2024-10-03","6"
"","","","","","","2","Test user interface","complete","Frank Young","2024-10-03","6"
"","","","","","","3","Implement algorithm","incomplete","Kaitlyn Mayer","2024-10-03","1"
"","","","","","","4","Debug algorithm","complete","Cassandra Hogan","2024-10-03","2"
"556","9","12571.59","low","240","Jessica Costa","1","Document database schema","complete","Robin Zamora","2024-10-15","8"
"557","7","11871.55","medium","249","Robert Allen","1","Debug algorithm","complete","Gregory Wright","2024-11-09","3"
"","","","","","","2","Document algorithm","complete","Heather Figueroa","2024-11-09","6"
"","","","","","","3","Implement user interface","complete","Alexandra Saunders","2024-11-09","5"
"558","1","10668.4","medium","199","Sheila Weiss","1","Document database schema","complete","Randall Banks","2024-05-01","7"
"","","","","","","2","Optimize algorithm","complete","Jeffrey Carter","2024-05-01","6"
"559","7","12509.29","high","229","Thomas Weaver","1","Implement backend logic","incomplete","Brandy Kennedy","2024-04-05","9"
"560","1","13836.92","low","56","Bailey Hall","1","Document user interface","incomplete","Ariel Watson","2024-08-02","8"
"","","","","","","2","Test algorithm","complete","Kenneth Zavala","2024-08-02","7"
"","","","","","","3","Optimize backend logic","complete","Deborah Thompson","2024-08-02","4"
"","","","","","","4","Design database schema","complete","Jennifer Harrison","2024-08-02","7"
"561","4","12369.46","low","287","Chase Welch","1","Document backend logic","complete","Jessica Weaver","2024-05-11","2"
"","","","","","","2","Debug user interface","incomplete","Natalie Zhang","2024-05-11","4"
"562","3","12131.51","high","132","Ashley Lyons","1","Optimize database schema","complete","Austin Ellis","2024-03-06","4"
"","","","","","","2","Debug algorithm","complete","Mackenzie Thomas","2024-03-06","9"
"","","","","","","3","Document user interface","incomplete","Robert Ponce","2024-03-06","2"
"","","","","","","4","Test database schema","incomplete","Christian Weaver","2024-03-06","7"
"563","4","11599.2","low","123","Sheila Weiss","1","Document database schema","complete","Samantha Arnold","2024-02-09","5"
"564","8","11400.8","high","81","Mark Tanner","1","Test database schema","incomplete","Jeffrey Carter","2024-05-13","2"
"","","","","","","2","Document user interface","complete","Kayla Watts","2024-05-13","6"
"","","","","","","3","Document database schema","incomplete","Nancy Parker","2024-05-13","4"
"565","5","11050.17","medium","74","Tyler Turner","1","Optimize backend logic","complete","Adam Massey","2024-04-15","8"
"566","2","10374.4","high","346","Daniel Lopez","1","Implement integration module","complete","Vernon Johnson","2024-07-12","1"
"","","","","","","2","Implement algorithm","incomplete","Angela Smith","2024-07-12","9"
"","","","","","","3","Test algorithm","complete","Pamela Knapp","2024-07-12","7"
"","","","","","","4","Debug algorithm","complete","Stephen Brown","2024-07-12","3"
"567","10","11370.74","low","178","Sheila Weiss","1","Implement algorithm","incomplete","Matthew Hill","2024-11-24","9"
"568","9","14857.69","low","254","David Johnson","1","Debug algorithm","incomplete","Carla Lopez","2024-10-26","4"
"","","","","","","2","Design backend logic","complete","Kristen Williams","2024-10-26","10"
"","","","","","","3","Design integration module","incomplete","Tanner Johnson","2024-10-26","9"
"","","","","","","4","Document integration module","incomplete","Alexandra Saunders","2024-10-26","5"
"569","4","11481.82","medium","312","Jessica Costa","1","Optimize backend logic","incomplete","Linda Herrera","2024-05-06","1"
"","","","","","","2","Implement database schema","complete","Stephanie Harrison","2024-05-06","5"
"570","1","13212.07","low","137","Henry Carr","1","Test integration module","incomplete","Peggy Young","2024-04-08","6"
"571","2","14732.14","high","165","Taylor Delgado","1","Test database schema","complete","Nathaniel Moore","2024-04-17","1"
"","","","","","","2","Implement database schema","complete","John Romero","2024-04-17","5"
"","","","","","","3","Optimize integration module","complete","Guy Arellano","2024-04-17","7"
"","","","","","","4","Test integration module","complete","Charles Ferguson","2024-04-17","8"
"572","4","11621.32","low","327","Elizabeth Thomas","1","Implement algorithm","incomplete","Steven Sharp","2024-08-29","3"
"","","","","","","2","Design algorithm","complete","Randall Banks","2024-08-29","8"
"573","3","14077.99","low","126","Katrina Wilson","1","Test user interface","incomplete","Michael Livingston","2024-10-17","3"
"","","","","","","2","Debug integration module","complete","Cristian Nguyen","2024-10-17","2"
"574","3","10360.24","low","262","Stacy Watts","1","Optimize backend logic","complete","Ann Mullins","2024-09-02","10"
"575","2","11889.38","low","86","Jason Lee","1","Implement user interface","incomplete","Natalie Zhang","2025-01-03","3"
"576","10","10067.48","low","84","Henry Carr","1","Implement algorithm","incomplete","Valerie Stephens","2024-07-31","3"
"577","5","11658.78","low","154","Carol Mccann","1","Optimize user interface","complete","Jennifer Harrison","2024-11-13","1"
"","","","","","","2","Optimize database schema","complete","Scott Norris","2024-11-13","9"
"","","","","","","3","Implement user interface","complete","Erik Clark","2024-11-13","1"
"578","4","12135.68","low","210","Stacy Watts","1","Debug user interface","incomplete","James Armstrong","2024-07-04","3"
"","","","","","","2","Implement user interface","incomplete","David Moses","2024-07-04","6"
"579","2","13078.48","low","214","Ashley Lyons","1","Debug integration module","incomplete","Cristian Nguyen","2024-03-02","10"
"","","","","","","2","Document algorithm","complete","William Perez","2024-03-02","5"
"580","10","14087.81","medium","83","Robert Marshall","1","Document user interface","complete","Virginia Mayo","2024-10-21","3"
"","","","","","","2","Document backend logic","incomplete","Rebecca Ward","2024-10-21","3"
"","","","","","","3","Debug algorithm","complete","Natasha Giles","2024-10-21","2"
"581","10","12137.27","high","172","Erika Brown","1","Implement algorithm","incomplete","Angela Smith","2024-03-26","6"
"","","","","","","2","Debug algorithm","incomplete","Stephen Graham","2024-03-26","10"
"","","","","","","3","Test backend logic","complete","Heather Baker","2024-03-26","7"
"582","7","12746.7","high","303","Stephanie Flynn","1","Design integration module","incomplete","Jason Schneider","2024-11-07","9"
"","","","","","","2","Document backend logic","complete","Robert Taylor","2024-11-07","4"
"583","6","10014.33","low","215","George Shannon","1","Design database schema","incomplete","David Moses","2024-10-08","3"
"","","","","","","2","Debug backend logic","incomplete","Samantha Olson","2024-10-08","4"
"584","4","14139.11","low","100","Jessica Costa","1","Document user interface","incomplete","Emily Charles","2025-01-30","6"
"","","","","","","2","Document user interface","complete","Lisa Brown","2025-01-30","8"
"585","10","14352.38","low","105","Kyle Freeman","1","Design user interface","incomplete","Derrick Taylor","2024-04-21","3"
"586","3","12348.82","low","300","Joseph Parker","1","Document database schema","incomplete","Gloria Wilson","2024-07-11","1"
"","","","","","","2","Design backend logic","complete","Heather Holt","2024-07-11","1"
"","","","","","","3","Implement integration module","complete","Kimberly Reese","2024-07-11","1"
"","","","","","","4","Debug algorithm","incomplete","Leslie Friedman","2024-07-11","10"
"587","9","11530.17","low","246","Amanda Baker","1","Debug backend logic","complete","Jonathan Miller","2024-06-27","7"
"588","10","10279.98","medium","124","Margaret Clayton","1","Debug algorithm","incomplete","Matthew Hill","2024-11-21","7"
"589","7","10824.12","medium","247","Debra Mcdaniel","1","Design database schema","incomplete","Scott Norris","2024-06-26","1"
"590","4","11411.03","high","84","Tina Clark","1","Test backend logic","complete","Kelli Rivera","2024-05-27","1"
"591","4","11345.84","high","319","Sheila Weiss","1","Design database schema","complete","Linda Herrera","2024-11-23","5"
"","","","","","","2","Test database schema","incomplete","Pamela Heath","2024-11-23","9"
"","","","","","","3","Test algorithm","incomplete","John Matthews","2024-11-23","3"
"","","","","","","4","Document user interface","incomplete","Kathleen Wright","2024-11-23","7"
"592","9","10505.01","low","42","Emily Ball","1","Design database schema","complete","Anthony Ruiz","2024-08-22","3"
"","","","","","","2","Debug user interface","complete","Kimberly Cruz","2024-08-22","4"
"","","","","","","3","Document backend logic","complete","Justin Hayes","2024-08-22","9"
"","","","","","","4","Document integration module","incomplete","Lindsey Horton","2024-08-22","8"
"593","3","11695.1","medium","349","Mark Tanner","1","Implement integration module","complete","Marcia Moody","2024-02-29","3"
"","","","","","","2","Document algorithm","complete","Rebecca Snyder","2024-02-29","1"
"","","","","","","3","Test integration module","complete","Sara Strong","2024-02-29","8"
"","","","","","","4","Debug database schema","complete","Kayla Watts","2024-02-29","5"
"594","3","10340.81","high","216","Thomas Lopez","1","Document algorithm","incomplete","Cristian Nguyen","2024-03-25","8"
"595","5","13815.73","medium","101","Jessica Costa","1","Test database schema","incomplete","Adam Massey","2024-11-26","7"
"","","","","","","2","Document backend logic","incomplete","Carmen Oneal","2024-11-26","6"
"","","","","","","3","Optimize database schema","incomplete","Joshua Fowler","2024-11-26","2"
"","","","","","","4","Debug integration module","incomplete","Kimberly Cruz","2024-11-26","5"
"596","1","13103.07","high","59","Margaret Clayton","1","Design database schema","incomplete","Robin Zamora","2024-06-13","3"
"597","10","11996.4","low","144","Ricardo Hill","1","Debug algorithm","incomplete","Tiffany Clark","2024-10-02","2"
"598","2","10901.37","low","233","Rita Price","1","Test user interface","incomplete","Jocelyn Watson","2024-09-17","6"
"","","","","","","2","Debug backend logic","incomplete","Kimberly Reese","2024-09-17","2"
"599","5","12272.89","high","109","Megan Carpenter","1","Optimize user interface","incomplete","Christopher Lewis","2024-04-23","1"
"","","","","","","2","Debug algorithm","complete","Nancy Parker","2024-04-23","1"
"600","4","14340.1","high","246","Robert Marshall","1","Implement user interface","incomplete","John Payne","2024-06-17","7"
"","","","","","","2","Test algorithm","incomplete","Sharon Hughes","2024-06-17","9"
"601","4","13348.22","medium","124","Carol Mccann","1","Test backend logic","complete","Briana Hayes","2024-03-27","6"
"","","","","","","2","Debug algorithm","complete","Felicia Parker","2024-03-27","7"
"","","","","","","3","Document integration module","incomplete","Heather Figueroa","2024-03-27","1"
"","","","","","","4","Optimize backend logic","complete","Carla Lopez","2024-03-27","10"
"602","10","10723.09","high","192","Jason Lee","1","Debug database schema","complete","Jose Fisher","2024-04-26","7"
"","","","","","","2","Optimize user interface","incomplete","Virginia Mayo","2024-04-26","3"
"","","","","","","3","Debug integration module","complete","Heather Baker","2024-04-26","1"
"","","","","","","4","Document backend logic","incomplete","Justin Hayes","2024-04-26","9"
"603","3","13004.72","low","208","Joseph Johnson","1","Test user interface","incomplete","Brandon Ramirez","2024-05-16","5"
"604","9","14095.26","low","285","Stacy Watts","1","Test database schema","incomplete","Gloria Wilson","2024-09-29","9"
"","","","","","","2","Test user interface","complete","Kristen Jones","2024-09-29","8"
"","","","","","","3","Test backend logic","complete","Robert Ponce","2024-09-29","9"
"","","","","","","4","Debug database schema","incomplete","Michael Skinner","2024-09-29","5"
"605","10","14689.51","low","74","Tyler Turner","1","Debug user interface","incomplete","Philip Ferrell","2024-03-25","10"
"606","9","10498.51","medium","287","Emily Ball","1","Implement backend logic","incomplete","Felicia Parker","2024-02-25","9"
"","","","","","","2","Design backend logic","incomplete","Steven Conley","2024-02-25","2"
"","","","","","","3","Debug algorithm","incomplete","Tiffany Clark","2024-02-25","1"
"607","6","13910.98","high","175","Robert Marshall","1","Debug backend logic","complete","Margaret Peterson","2025-01-11","7"
"","","","","","","2","Design user interface","complete","Julie Miller","2025-01-11","6"
"","","","","","","3","Document integration module","incomplete","Lindsey Horton","2025-01-11","6"
"608","3","14795.8","medium","153","George Shannon","1","Document algorithm","complete","Philip Ferrell","2024-08-27","10"
"","","","","","","2","Implement algorithm","complete","Robert Ponce","2024-08-27","7"
"609","6","12586.39","medium","148","Tyler Turner","1","Design integration module","incomplete","Paul Hurst","2025-02-06","5"
"","","","","","","2","Implement database schema","complete","Candice Hunt","2025-02-06","2"
"610","2","10128.2","low","351","Rita Price","1","Optimize integration module","complete","Ethan Lewis","2024-12-08","10"
"","","","","","","2","Design backend logic","incomplete","Steven Conley","2024-12-08","6"
"611","3","11198.61","low","182","Debra Mcdaniel","1","Debug database schema","complete","Ann Mullins","2024-11-09","5"
"","","","","","","2","Implement user interface","complete","John Payne","2024-11-09","2"
"612","8","14636.0","low","84","Erika Brown","1","Design user interface","incomplete","William Perez","2024-07-02","6"
"","","","","","","2","Debug user interface","incomplete","Tiffany Dunn","2024-07-02","1"
"","","","","","","3","Design algorithm","complete","Gloria Wilson","2024-07-02","4"
"613","7","11876.27","medium","354","Pamela Craig","1","Design backend logic","complete","Frank Young","2024-05-01","2"
"","","","","","","2","Test algorithm","complete","Briana Hayes","2024-05-01","3"
"614","9","13708.48","low","128","Nicole Lewis","1","Optimize backend logic","complete","Lindsey Horton","2024-02-24","6"
"615","2","14492.86","low","197","Thomas Weaver","1","Document backend logic","incomplete","Karen Hansen","2024-05-31","5"
"616","8","10996.19","low","208","Anna Webster","1","Document algorithm","incomplete","Denise Richardson","2024-11-17","9"
"","","","","","","2","Implement database schema","complete","Jocelyn Watson","2024-11-17","4"
"","","","","","","3","Document database schema","incomplete","James Armstrong","2024-11-17","2"
"617","10","13965.77","high","189","Amanda Baker","1","Debug algorithm","incomplete","Stephanie Murphy","2024-05-24","6"
"","","","","","","2","Design integration module","incomplete","Brittany Baker","2024-05-24","7"
"","","","","","","3","Optimize database schema","incomplete","Valerie Stephens","2024-05-24","2"
"","","","","","","4","Implement user interface","incomplete","Ronald Thompson","2024-05-24","10"
"618","7","11467.37","high","301","Thomas Lopez","1","Implement database schema","incomplete","Deborah Nelson","2024-08-30","3"
"619","6","11226.59","low","220","Kyle Freeman","1","Design database schema","complete","Austin Knox","2024-04-23","6"
"","","","","","","2","Debug integration module","incomplete","Bobby Jones","2024-04-23","4"
"","","","","","","3","Design algorithm","incomplete","Carla Lopez","2024-04-23","10"
"620","4","12636.31","low","317","Robert Marshall","1","Document algorithm","incomplete","Joseph Wade","2024-12-16","6"
"621","6","10990.75","low","282","Stephanie Flynn","1","Design user interface","incomplete","Felicia Parker","2024-03-03","3"
"","","","","","","2","Test integration module","incomplete","Gene Robbins","2024-03-03","4"
"","","","","","","3","Design database schema","complete","Robert Taylor","2024-03-03","10"
"622","1","14558.22","medium","97","Adam Armstrong","1","Document user interface","complete","Mackenzie Thomas","2024-02-27","8"
"623","2","14149.25","medium","184","Robert Marshall","1","Design integration module","incomplete","Jocelyn Watson","2024-07-20","8"
"","","","","","","2","Design algorithm","incomplete","Nathaniel Moore","2024-07-20","8"
"","","","","","","3","Document user interface","incomplete","Stephen Graham","2024-07-20","10"
"624","2","10146.44","low","35","Thomas Weaver","1","Document algorithm","complete","Jeremy Gamble","2024-04-02","3"
"","","","","","","2","Implement database schema","complete","Donald Ramos","2024-04-02","1"
"","","","","","","3","Design user interface","complete","Trevor Roy","2024-04-02","5"
"625","2","11318.64","high","343","Ricardo Hill","1","Optimize algorithm","complete","Shawn Morris","2024-06-26","3"
"","","","","","","2","Implement integration module","incomplete","Christopher Lewis","2024-06-26","8"
"626","2","12608.82","low","325","Megan Carpenter","1","Test algorithm","complete","Jennifer Harrison","2025-01-12","2"
"","","","","","","2","Test user interface","incomplete","Virginia Mayo","2025-01-12","9"
"","","","","","","3","Document backend logic","complete","Derrick Taylor","2025-01-12","2"
"","","","","","","4","Design backend logic","complete","Stephen Graham","2025-01-12","4"
"627","8","14092.56","low","279","Tyler Turner","1","Optimize integration module","incomplete","Jessica Weaver","2024-08-01","5"
"","","","","","","2","Debug backend logic","complete","Alexandra Saunders","2024-08-01","3"
"628","4","14583.49","medium","261","Chase Welch","1","Debug backend logic","complete","Rebecca Ward","2024-10-28","5"
"","","","","","","2","Implement database schema","complete","Helen Fletcher","2024-10-28","3"
"629","8","14380.98","high","86","Kimberly Crawford","1","Test user interface","incomplete","Kristen Williams","2024-02-17","9"
"","","","","","","2","Test database schema","complete","Ronald Thompson","2024-02-17","9"
"","","","","","","3","Test algorithm","complete","John Payne","2024-02-17","3"
"","","","","","","4","Optimize algorithm","incomplete","Leslie Friedman","2024-02-17","1"
"630","8","11362.94","low","55","Stacy Watts","1","Test backend logic","incomplete","John Matthews","2024-08-22","3"
"","","","","","","2","Test integration module","incomplete","Ariel Watson","2024-08-22","9"
"","","","","","","3","Design user interface","complete","Stephanie Murphy","2024-08-22","2"
"","","","","","","4","Design user interface","complete","Ronald Shea","2024-08-22","10"
"631","5","11193.84","high","81","Robert Marshall","1","Debug user interface","complete","Elizabeth Riddle","2024-06-03","5"
"","","","","","","2","Implement backend logic","complete","Stephen Graham","2024-06-03","6"
"","","","","","","3","Test integration module","incomplete","Stephanie Harrison","2024-06-03","1"
"","","","","","","4","Implement integration module","incomplete","Kayla Watts","2024-06-03","5"
"632","4","10851.16","high","65","Amanda Baker","1","Implement user interface","incomplete","Howard Murphy","2024-05-14","7"
"","","","","","","2","Design backend logic","incomplete","Kathryn May","2024-05-14","2"
"","","","","","","3","Document user interface","incomplete","Anna Mendez","2024-05-14","8"
"633","10","10005.03","low","271","Jessica Costa","1","Document database schema","complete","Rebecca Snyder","2024-03-03","9"
"634","9","10836.52","low","78","Tyler Turner","1","Debug database schema","incomplete","Ronald Thompson","2024-07-13","8"
"","","","","","","2","Test algorithm","complete","Robert Garcia","2024-07-13","6"
"","","","","","","3","Document database schema","incomplete","Elizabeth Gordon","2024-07-13","2"
"635","5","13428.92","high","357","James Hood","1","Document backend logic","incomplete","Ronald Shea","2024-04-24","8"
"","","","","","","2","Implement integration module","incomplete","Ethan Lewis","2024-04-24","6"
"","","","","","","3","Document user interface","complete","Wendy Cummings","2024-04-24","7"
"","","","","","","4","Design database schema","incomplete","Stephanie Harrison","2024-04-24","9"
"636","3","11326.55","high","208","Daniel Lopez","1","Test backend logic","complete","Samantha Martinez","2024-08-27","10"
"","","","","","","2","Document database schema","complete","Jonathan Miller","2024-08-27","7"
"","","","","","","3","Optimize database schema","incomplete","Howard Murphy","2024-08-27","2"
"","","","","","","4","Debug backend logic","incomplete","Pamela Heath","2024-08-27","3"
"637","9","14833.36","high","315","Edward Owen","1","Test user interface","incomplete","Laura Smith","2024-05-02","1"
"","","","","","","2","Design backend logic","incomplete","Howard Murphy","2024-05-02","10"
"","","","","","","3","Design algorithm","incomplete","Austin Knox","2024-05-02","1"
"638","7","11761.28","low","55","Gary Moss","1","Optimize integration module","complete","Amber Glover","2024-04-19","2"
"","","","","","","2","Test backend logic","complete","Pamela Cruz","2024-04-19","7"
"","","","","","","3","Design database schema","complete","Kenneth Huffman","2024-04-19","1"
"639","8","14664.67","low","356","Ricardo Hill","1","Test database schema","incomplete","Cassandra Hogan","2024-09-12","3"
"","","","","","","2","Debug database schema","complete","James Hernandez","2024-09-12","4"
"","","","","","","3","Implement algorithm","complete","Robert Garcia","2024-09-12","5"
"","","","","","","4","Design database schema","incomplete","Margaret Peterson","2024-09-12","9"
"640","3","11879.83","medium","79","Thomas Weaver","1","Test integration module","incomplete","Matthew Hill","2024-11-04","8"
"","","","","","","2","Debug algorithm","incomplete","Heather Figueroa","2024-11-04","7"
"","","","","","","3","Design integration module","complete","Catherine Caldwell","2024-11-04","7"
"","","","","","","4","Implement integration module","incomplete","Donald Ramos","2024-11-04","4"
"641","10","12561.03","low","347","Henry Carr","1","Debug backend logic","incomplete","Lisa Brown","2024-11-24","1"
"","","","","","","2","Optimize algorithm","complete","Catherine Caldwell","2024-11-24","2"
"","","","","","","3","Test user interface","incomplete","David Miranda","2024-11-24","10"
"642","2","14109.7","high","276","Joseph Parker","1","Document integration module","complete","Austin Knox","2024-07-27","4"
"643","9","10720.76","high","283","Thomas Weaver","1","Document database schema","complete","Elizabeth Gordon","2024-06-02","8"
"","","","","","","2","Document backend logic","complete","Brittany Baker","2024-06-02","2"
"644","1","10765.11","low","296","Tyler Turner","1","Debug user interface","incomplete","Scott Norris","2024-06-14","7"
"","","","","","","2","Design database schema","incomplete","David Miranda","2024-06-14","8"
"645","3","14101.35","high","163","Chase Welch","1","Optimize user interface","incomplete","Jacqueline Anderson","2025-01-22","3"
"","","","","","","2","Design backend logic","complete","Heather Baker","2025-01-22","4"
"","","","","","","3","Optimize integration module","complete","Anna Mendez","2025-01-22","8"
"","","","","","","4","Test database schema","complete","Randall Banks","2025-01-22","10"
"646","8","11836.7","medium","230","Ricardo Hill","1","Debug algorithm","complete","Catherine Caldwell","2025-01-31","1"
"647","5","12285.41","high","229","Jason Lee","1","Document integration module","incomplete","Julie Miller","2024-12-02","1"
"","","","","","","2","Implement algorithm","incomplete","Heather Figueroa","2024-12-02","5"
"","","","","","","3","Implement database schema","complete","Pamela Heath","2024-12-02","6"
"648","9","11953.12","low","119","Stacy Watts","1","Document integration module","incomplete","Charles Ferguson","2024-04-26","8"
"","","","","","","2","Implement database schema","incomplete","Glen Page","2024-04-26","7"
"","","","","","","3","Document algorithm","incomplete","Stephen Brown","2024-04-26","8"
"649","10","13294.86","high","289","Rita Price","1","Document database schema","incomplete","Natalie Zhang","2025-01-11","10"
"","","","","","","2","Debug user interface","complete","Carmen Oneal","2025-01-11","1"
"","","","","","","3","Implement backend logic","complete","Sarah Smith","2025-01-11","2"
"650","8","14671.17","medium","195","David Johnson","1","Implement algorithm","incomplete","Scott Norris","2024-06-06","2"
"","","","","","","2","Optimize database schema","complete","Meagan Nguyen","2024-06-06","1"
"651","2","12207.64","medium","340","Elizabeth Thomas","1","Design algorithm","incomplete","Rebecca Garcia","2024-02-24","3"
"","","","","","","2","Optimize integration module","complete","Stephanie Harrison","2024-02-24","4"
"652","5","12455.52","high","176","Victoria Dunn","1","Optimize backend logic","complete","Michael Skinner","2024-05-22","10"
"","","","","","","2","Document user interface","complete","Brenda Davis","2024-05-22","1"
"653","3","14466.46","medium","238","Katrina Wilson","1","Implement integration module","incomplete","Briana Hayes","2024-11-14","4"
"654","4","12851.85","medium","286","Thomas Lopez","1","Debug algorithm","incomplete","Stephen Brown","2024-08-09","2"
"","","","","","","2","Design backend logic","incomplete","Rebecca Snyder","2024-08-09","2"
"655","2","12493.56","low","337","Henry Carr","1","Test database schema","incomplete","Kevin Ferguson","2024-07-27","6"
"656","2","14362.21","low","177","Tina Clark","1","Optimize integration module","incomplete","Lindsey Horton","2024-11-08","7"
"","","","","","","2","Design integration module","complete","Carmen Oneal","2024-11-08","10"
"657","8","14684.63","medium","45","Sheila Weiss","1","Implement database schema","complete","Trevor Roy","2024-07-31","3"
"","","","","","","2","Optimize database schema","complete","Wendy Cummings","2024-07-31","4"
"","","","","","","3","Design integration module","complete","Stephen Graham","2024-07-31","6"
"","","","","","","4","Debug integration module","complete","Brian Becker","2024-07-31","9"
"658","8","14733.0","medium","51","Tyler Turner","1","Implement database schema","incomplete","Paul Hurst","2024-02-27","8"
"","","","","","","2","Implement user interface","complete","Elizabeth Gordon","2024-02-27","1"
"","","","","","","3","Implement integration module","incomplete","Emily Delgado","2024-02-27","1"
"","","","","","","4","Debug user interface","incomplete","Candice Hunt","2024-02-27","7"
"659","3","12148.59","medium","311","Thomas Weaver","1","Optimize database schema","incomplete","Brenda Young","2024-04-08","4"
"","","","","","","2","Debug user interface","complete","Briana Hayes","2024-04-08","4"
"","","","","","","3","Optimize user interface","complete","Michael Phillips","2024-04-08","7"
"","","","","","","4","Optimize integration module","complete","Bradley Taylor","2024-04-08","1"
"660","4","14063.11","low","59","Thomas Weaver","1","Design database schema","incomplete","Amber Glover","2024-09-20","10"
"","","","","","","2","Implement database schema","complete","Charles Ferguson","2024-09-20","10"
"661","7","12393.51","low","69","Tina Clark","1","Document database schema","complete","Stephen Graham","2024-06-16","8"
"","","","","","","2","Test database schema","incomplete","Pamela Cruz","2024-06-16","4"
"662","9","14464.89","medium","307","Daniel Romero","1","Debug integration module","incomplete","Pamela Knapp","2024-04-02","5"
"663","2","11017.77","low","296","Victoria Dunn","1","Test backend logic","complete","Austin Knox","2024-07-14","4"
"","","","","","","2","Debug algorithm","complete","Tanner Johnson","2024-07-14","1"
"664","8","14181.63","medium","172","Emily Ball","1","Design database schema","incomplete","John Payne","2024-08-23","8"
"","","","","","","2","Debug algorithm","incomplete","Guy Arellano","2024-08-23","1"
"","","","","","","3","Implement algorithm","complete","Kevin Ferguson","2024-08-23","7"
"665","9","10261.3","medium","46","Henry Carr","1","Test database schema","complete","Paul Watson","2024-08-05","1"
"666","6","13628.93","high","252","Mark Tanner","1","Debug database schema","incomplete","Candice Hunt","2024-03-09","7"
"667","10","13596.1","high","163","Amanda Baker","1","Implement backend logic","complete","Erika Warren","2024-08-22","5"
"","","","","","","2","Test user interface","complete","Kimberly Cruz","2024-08-22","9"
"","","","","","","3","Test integration module","incomplete","Samantha Olson","2024-08-22","1"
"","","","","","","4","Test database schema","incomplete","Philip Ferrell","2024-08-22","5"
